Bacterial_associate_taxa,Found_in_16S-CC,Found_in_BSS,Found_in_previous_work,Fungal_host_taxa,Link,Source,Bacterial_associate_taxa_taxid,Fungal_host_taxa_taxid,Bacterial_phylum,Fungal_phylum,bact_id,fung_id,bact_phylum_id,fung_phylum_id
Phenylobacterium,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5320,Proteobacteria,Basidiomycota,447,765,1025,1052
Phenylobacterium,Yes,No,No,Podila,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,2779937,Proteobacteria,Mucoromycota,447,776,1025,1051
Phenylobacterium,Yes,No,No,Polyporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5637,Proteobacteria,Basidiomycota,447,777,1025,1052
Phenylobacterium,Yes,No,No,Rhizopogon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5375,Proteobacteria,Basidiomycota,447,778,1025,1052
Phenylobacterium,Yes,No,No,Sordaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5146,Proteobacteria,Ascomycota,447,799,1025,1050
Phenylobacterium,Yes,No,No,Stereum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5644,Proteobacteria,Basidiomycota,447,787,1025,1052
Phenylobacterium,Yes,No,No,Tolypocladium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,29909,Proteobacteria,Ascomycota,447,763,1025,1050
Phenylobacterium,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5324,Proteobacteria,Basidiomycota,447,751,1025,1052
Phenylobacterium,Yes,No,No,Trichoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5543,Proteobacteria,Ascomycota,447,678,1025,1050
Phocaeicola,Yes,No,No,Cladosporium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,909656,5498,Bacteroidota,Ascomycota,448,730,1028,1050
Phreatobacter,Yes,No,No,Cladosporium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1632780,5498,Proteobacteria,Ascomycota,449,730,1025,1050
Phreatobacter,Yes,No,No,Coprinellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1632780,184430,Proteobacteria,Basidiomycota,449,785,1025,1052
Phyllobacterium,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,28100,5052,Proteobacteria,Ascomycota,450,737,1025,1050
Phyllobacterium,Yes,No,No,Cladosporium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,28100,5498,Proteobacteria,Ascomycota,450,730,1025,1050
Phyllobacterium,Yes,No,No,Clonostachys,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,28100,110564,Proteobacteria,Ascomycota,450,769,1025,1050
Phyllobacterium,Yes,No,No,Diaporthe,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,28100,36922,Proteobacteria,Ascomycota,450,743,1025,1050
Phyllobacterium,Yes,No,No,Didymella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,28100,55170,Proteobacteria,Ascomycota,450,744,1025,1050
Phyllobacterium,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,28100,5506,Proteobacteria,Ascomycota,450,679,1025,1050
Phyllobacterium,Yes,No,No,Kalmusia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,28100,682063,Proteobacteria,Ascomycota,450,745,1025,1050
Phyllobacterium,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,28100,5073,Proteobacteria,Ascomycota,450,683,1025,1050
Phyllobacterium,Yes,No,No,Purpureocillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,28100,1052105,Proteobacteria,Ascomycota,450,748,1025,1050
Phyllobacterium,Yes,No,No,Staphylotrichum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,28100,370954,Proteobacteria,Ascomycota,450,812,1025,1050
Pirellula,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,123,5506,Planctomycetota,Ascomycota,451,679,1038,1050
Pirellula,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,123,5320,Planctomycetota,Basidiomycota,451,765,1038,1052
Pirellula,Yes,No,No,Pseudogymnoascus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,123,78156,Planctomycetota,Ascomycota,451,761,1038,1050
Pisciglobus,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1384499,5052,Firmicutes,Ascomycota,452,737,119,1050
Pisciglobus,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1384499,5506,Firmicutes,Ascomycota,452,679,119,1050
Pisciglobus,Yes,No,No,Staphylotrichum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1384499,370954,Firmicutes,Ascomycota,452,812,119,1050
Planctomicrobium,Yes,No,No,Coprinus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1779141,5345,Planctomycetota,Basidiomycota,453,753,1038,1052
Planctomyces,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,118,5598,Planctomycetota,Ascomycota,454,712,1038,1050
Planctomyces,Yes,No,No,Gyrodon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,118,80645,Planctomycetota,Basidiomycota,454,774,1038,1052
Planctomyces,Yes,No,No,Morchella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,118,5193,Planctomycetota,Ascomycota,454,705,1038,1050
Planctomyces,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,118,5320,Planctomycetota,Basidiomycota,454,765,1038,1052
Planctopirus,Yes,No,No,Hericium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1649480,40459,Planctomycetota,Basidiomycota,455,808,1038,1052
Planctopirus,Yes,No,No,Kuehneromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1649480,71947,Planctomycetota,Basidiomycota,455,758,1038,1052
Planctopirus,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1649480,5320,Planctomycetota,Basidiomycota,455,765,1038,1052
Planifilum,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,332100,5052,Firmicutes,Ascomycota,456,737,119,1050
Planifilum,Yes,No,No,Coprinellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,332100,184430,Firmicutes,Basidiomycota,456,785,119,1052
Planifilum,Yes,No,No,Gyrodon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,332100,80645,Firmicutes,Basidiomycota,456,774,119,1052
Planifilum,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,332100,5320,Firmicutes,Basidiomycota,456,765,119,1052
Planococcus,Yes,No,No,Auxarthron,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1372,5040,Firmicutes,Ascomycota,457,768,119,1050
Planococcus,Yes,No,No,Fomitiporia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1372,167346,Firmicutes,Basidiomycota,457,796,119,1052
Planococcus,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1372,5506,Firmicutes,Ascomycota,457,679,119,1050
Planococcus,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1372,5073,Firmicutes,Ascomycota,457,683,119,1050
Planomicrobium,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,5598,Firmicutes,Ascomycota,458,712,119,1050
Planomicrobium,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,5052,Firmicutes,Ascomycota,458,737,119,1050
Planomicrobium,Yes,No,No,Ceratobasidium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,5251,Firmicutes,Basidiomycota,458,793,119,1052
Planomicrobium,Yes,No,No,Coniella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,172190,Firmicutes,Ascomycota,458,770,119,1050
Planomicrobium,Yes,No,No,Fistulina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,40456,Firmicutes,Basidiomycota,458,773,119,1052
Planomicrobium,Yes,No,No,Flammulina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,38944,Firmicutes,Basidiomycota,458,795,119,1052
Planomicrobium,Yes,No,No,Gaeumannomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,29849,Firmicutes,Ascomycota,458,739,119,1050
Planomicrobium,Yes,No,No,Ganoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,5314,Firmicutes,Basidiomycota,458,754,119,1052
Planomicrobium,Yes,No,No,Gyrodon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,80645,Firmicutes,Basidiomycota,458,774,119,1052
Planomicrobium,Yes,No,No,Laccaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,29882,Firmicutes,Basidiomycota,458,759,119,1052
Planomicrobium,Yes,No,No,Macrolepiota,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,34435,Firmicutes,Basidiomycota,458,798,119,1052
Planomicrobium,Yes,No,No,Morchella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,5193,Firmicutes,Ascomycota,458,705,119,1050
Planomicrobium,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,5073,Firmicutes,Ascomycota,458,683,119,1050
Planomicrobium,Yes,No,No,Periconia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,97971,Firmicutes,Ascomycota,458,789,119,1050
Planomicrobium,Yes,No,No,Psathyrella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,71729,Firmicutes,Basidiomycota,458,741,119,1052
Planomicrobium,Yes,No,No,Sparassis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,40466,Firmicutes,Basidiomycota,458,762,119,1052
Planomicrobium,Yes,No,No,Stropharia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162291,68745,Firmicutes,Basidiomycota,458,766,119,1052
Pleurocapsa,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,44474,5598,Cyanobacteria,Ascomycota,459,712,1030,1050
Pleurocapsa,Yes,No,No,Morchella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,44474,5193,Cyanobacteria,Ascomycota,459,705,1030,1050
Pleurocapsa,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,44474,5324,Cyanobacteria,Basidiomycota,459,751,1030,1052
Polyangium,Yes,No,No,Agrocybe,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,5399,Proteobacteria,Basidiomycota,460,801,1025,1052
Polyangium,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,5598,Proteobacteria,Ascomycota,460,712,1025,1050
Polyangium,Yes,No,No,Armillaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,47424,Proteobacteria,Basidiomycota,460,804,1025,1052
Polyangium,Yes,No,No,Beauveria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,5581,Proteobacteria,Ascomycota,460,749,1025,1050
Polyangium,Yes,No,No,Coprinus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,5345,Proteobacteria,Basidiomycota,460,753,1025,1052
Polyangium,Yes,No,No,Fistulina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,40456,Proteobacteria,Basidiomycota,460,773,1025,1052
Polyangium,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,5506,Proteobacteria,Ascomycota,460,679,1025,1050
Polyangium,Yes,No,No,Gaeumannomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,29849,Proteobacteria,Ascomycota,460,739,1025,1050
Polyangium,Yes,No,No,Ganoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,5314,Proteobacteria,Basidiomycota,460,754,1025,1052
Polyangium,Yes,No,No,Grifola,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,5626,Proteobacteria,Basidiomycota,460,755,1025,1052
Polyangium,Yes,No,No,Hebeloma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,34453,Proteobacteria,Basidiomycota,460,797,1025,1052
Polyangium,Yes,No,No,Hericium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,40459,Proteobacteria,Basidiomycota,460,808,1025,1052
Polyangium,Yes,No,No,Hypsizygus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,39965,Proteobacteria,Basidiomycota,460,764,1025,1052
Polyangium,Yes,No,No,Infundibulicybe,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,378268,Proteobacteria,Basidiomycota,460,757,1025,1052
Polyangium,Yes,No,No,Kuehneromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,71947,Proteobacteria,Basidiomycota,460,758,1025,1052
Polyangium,Yes,No,No,Laetiporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,5629,Proteobacteria,Basidiomycota,460,775,1025,1052
Polyangium,Yes,No,No,Lepista,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,64652,Proteobacteria,Basidiomycota,460,788,1025,1052
Polyangium,Yes,No,No,Lyophyllum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,47720,Proteobacteria,Basidiomycota,460,809,1025,1052
Polyangium,Yes,No,No,Marasmius,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,34448,Proteobacteria,Basidiomycota,460,760,1025,1052
Polyangium,Yes,No,No,Mucor,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,4830,Proteobacteria,Mucoromycota,460,680,1025,1051
Polyangium,Yes,No,No,Omphalotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,71962,Proteobacteria,Basidiomycota,460,786,1025,1052
Polyangium,Yes,No,No,Panellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,5635,Proteobacteria,Basidiomycota,460,802,1025,1052
Polyangium,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,5073,Proteobacteria,Ascomycota,460,683,1025,1050
Polyangium,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,5320,Proteobacteria,Basidiomycota,460,765,1025,1052
Polyangium,Yes,No,No,Tolypocladium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,29909,Proteobacteria,Ascomycota,460,763,1025,1050
Polyangium,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,55,5324,Proteobacteria,Basidiomycota,460,751,1025,1052
Pontibacter,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,323449,5052,Bacteroidota,Ascomycota,461,737,1028,1050
Porphyrobacter,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1111,5598,Proteobacteria,Ascomycota,462,712,1025,1050
Porphyrobacter,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1111,5052,Proteobacteria,Ascomycota,462,737,1025,1050
Porphyrobacter,Yes,No,No,Beauveria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1111,5581,Proteobacteria,Ascomycota,462,749,1025,1050
