Bacterial_associate_taxa,Found_in_16S-CC,Found_in_BSS,Found_in_previous_work,Fungal_host_taxa,Link,Source
Herbaspirillum,Yes,No,No,Gyrodon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Helicoma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Hericium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Hypsizygus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Kuehneromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Lepista,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Marasmius,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Morchella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Mucor,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Neopestalotiopsis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Nothophoma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,Yes,No,Panellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Pestalotiopsis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Phaeoacremonium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Phaeomoniella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Polyporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Psathyrella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Purpureocillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Sordaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Staphylotrichum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Stropharia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Tolypocladium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,Yes,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Trichoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Truncatella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herbaspirillum,Yes,No,No,Umbelopsis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herpetosiphon,Yes,No,No,Conidiobolus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Herpetosiphon,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenoanaerobacterium,Yes,No,No,Marasmius,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenoanaerobacterium,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Basidiobolus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Ceratobasidium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Conidiobolus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Epicoccum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Fistulina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Flammulina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Ganoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Gyrodon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Laccaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Macrolepiota,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Mucor,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Omphalotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Polyporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Rhizopogon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Sordaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Sparassis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrogenophaga,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrotalea,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrotalea,Yes,No,No,Clonostachys,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrotalea,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrotalea,Yes,No,No,Ilyonectria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrotalea,Yes,No,No,Metapochonia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrotalea,Yes,No,No,Mortierella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrotalea,Yes,No,No,Pseudogymnoascus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hydrotalea,Yes,No,No,Trichoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hymenobacter,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hymenobacter,Yes,No,No,Cladosporium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hymenobacter,Yes,No,No,Coniochaeta,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hyphomicrobium,Yes,No,No,Calcarisporium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hyphomicrobium,Yes,No,No,Ilyonectria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hyphomicrobium,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Hyphomicrobium,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Iamia,Yes,No,No,Acremonium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Iamia,Yes,No,No,Ceratobasidium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Iamia,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Iamia,Yes,No,No,Pseudogymnoascus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Ignatzschineria,Yes,No,No,Gaeumannomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Ignavigranum,Yes,No,No,Acremonium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Ilumatobacter,Yes,No,No,Kuehneromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Ilumatobacter,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Janibacter,Yes,No,No,Gyrodon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Jannaschia,Yes,No,No,Rhizopogon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Janthinobacterium,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Janthinobacterium,Yes,No,No,Aureobasidium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Janthinobacterium,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Janthinobacterium,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Jatrophihabitans,Yes,No,No,Nothophoma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Jeotgalibaca,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Jeotgalibaca,Yes,No,No,Purpureocillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Jeotgalicoccus,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Jeotgalicoccus,Yes,No,No,Morchella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Jeotgalicoccus,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Jeotgalicoccus,Yes,No,No,Pestalotiopsis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Jeotgalicoccus,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Jeotgalicoccus,Yes,No,No,Stereum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Jeotgalicoccus,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Jiangella,Yes,No,No,Lepista,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Johnsonella,Yes,No,No,Polyporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Jonquetella,Yes,No,No,Stropharia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kineococcus,Yes,No,No,Epicoccum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kineococcus,Yes,No,No,Ganoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kineococcus,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kineococcus,Yes,No,No,Phaeomoniella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kineococcus,Yes,No,No,Polyporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kineococcus,Yes,No,No,Stereum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kingella,Yes,No,No,Botrytis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kingella,Yes,No,No,Hypsizygus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Klebsiella,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Klebsiella,Yes,No,No,Metapochonia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Klebsiella,Yes,No,No,Mortierella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Klebsiella,Yes,No,No,Mucor,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Klebsiella,Yes,No,No,Trichoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kocuria,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kocuria,Yes,No,No,Apiotrichum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kocuria,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kocuria,Yes,No,No,Auxarthron,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kocuria,Yes,No,No,Beauveria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kocuria,Yes,No,No,Botrytis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kocuria,Yes,No,No,Calcarisporium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kocuria,Yes,No,No,Ceratobasidium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kocuria,Yes,No,No,Chaetomium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kocuria,Yes,No,No,Cladosporium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kocuria,Yes,No,No,Clonostachys,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kocuria,Yes,No,No,Coniella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
Kocuria,Yes,No,No,Coniochaeta,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi
